289703015622,1475276400,1477958399
470607383028361,1479168000,1481155199
44669239033,1479168000,1481155199
955005341234482,1479168000,1481155199
1832876703609510,1479168000,1481155199
135357429949001,1479168000,1481155199
666443080187822,1479168000,1481155199
367693363333702,1479168000,1481155199
203531379666196,1479168000,1481155199
131442130357348,1479168000,1481155199
57846501897,1479168000,1481155199
131677913537461,1479168000,1481155199
485314081503248,1479168000,1481155199
122862084408846,1479168000,1481155199
229885990518845,1479168000,1481155199
157927894605294,1479168000,1481155199
